TreeDepth,PID,Process,Base,Size,Name,Path,LoadTime,File output
0,404,smss.exe,0x7ff6a2b40000,0x26000,smss.exe,\SystemRoot\System32\smss.exe,2021-04-01 05:04:59.000000 ,Disabled
0,404,smss.exe,0x7ffa5c1a0000,0x1ed000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2021-04-01 05:04:59.000000 ,Disabled
0,556,csrss.exe,0x7ff6702b0000,0x7000,csrss.exe,C:\Windows\system32\csrss.exe,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa5c1a0000,0x1ed000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa58180000,0x18000,CSRSRV.dll,C:\Windows\SYSTEM32\CSRSRV.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa58160000,0x14000,basesrv.DLL,C:\Windows\system32\basesrv.DLL,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa58140000,0x16000,winsrv.DLL,C:\Windows\system32\winsrv.DLL,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa58410000,0x295000,kernelbase.dll,C:\Windows\System32\kernelbase.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa5a180000,0xb3000,kernel32.dll,C:\Windows\System32\kernel32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa58120000,0x1f000,winsrvext.dll,C:\Windows\SYSTEM32\winsrvext.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa59e90000,0x197000,USER32.dll,C:\Windows\System32\USER32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa58850000,0x20000,win32u.dll,C:\Windows\System32\win32u.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa59e60000,0x29000,GDI32.dll,C:\Windows\System32\GDI32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa58270000,0x19c000,gdi32full.dll,C:\Windows\System32\gdi32full.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa58870000,0xa0000,msvcp_win.dll,C:\Windows\System32\msvcp_win.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa586b0000,0xfa000,ucrtbase.dll,C:\Windows\System32\ucrtbase.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa5bcc0000,0x32e000,combase.dll,C:\Windows\System32\combase.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa595a0000,0x120000,RPCRT4.dll,C:\Windows\System32\RPCRT4.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa59350000,0x7f000,bcryptPrimitives.dll,C:\Windows\System32\bcryptPrimitives.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa587e0000,0x4a000,cfgmgr32.dll,C:\Windows\System32\cfgmgr32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa58110000,0xd000,sxssrv.DLL,C:\Windows\system32\sxssrv.DLL,2021-04-01 05:05:00.000000 ,Disabled
0,556,csrss.exe,0x7ffa57fa0000,0x9b000,sxs.dll,C:\Windows\system32\sxs.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ff7e8480000,0x60000,wininit.exe,C:\Windows\system32\wininit.exe,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa5c1a0000,0x1ed000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa5a180000,0xb3000,KERNEL32.DLL,C:\Windows\System32\KERNEL32.DLL,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa58410000,0x295000,KERNELBASE.dll,C:\Windows\System32\KERNELBASE.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa586b0000,0xfa000,ucrtbase.dll,C:\Windows\System32\ucrtbase.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa595a0000,0x120000,RPCRT4.dll,C:\Windows\System32\RPCRT4.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa5bff0000,0x9f000,sechost.dll,C:\Windows\System32\sechost.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa58240000,0x24000,profapi.dll,C:\Windows\System32\profapi.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa58100000,0xe000,wininitext.dll,C:\Windows\SYSTEM32\wininitext.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa593d0000,0x9e000,msvcrt.dll,C:\Windows\System32\msvcrt.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa59470000,0xa3000,ADVAPI32.dll,C:\Windows\System32\ADVAPI32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa59e90000,0x197000,USER32.dll,C:\Windows\System32\USER32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa58850000,0x20000,win32u.dll,C:\Windows\System32\win32u.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa59e60000,0x29000,GDI32.dll,C:\Windows\System32\GDI32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa58270000,0x19c000,gdi32full.dll,C:\Windows\System32\gdi32full.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa58870000,0xa0000,msvcp_win.dll,C:\Windows\System32\msvcp_win.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa580d0000,0x2f000,SspiCli.dll,C:\Windows\system32\SspiCli.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa580a0000,0x29000,USERENV.dll,C:\Windows\system32\USERENV.dll,2021-04-01 05:05:00.000000 ,Disabled
0,632,wininit.exe,0x7ffa57240000,0x2d000,profext.dll,C:\Windows\SYSTEM32\profext.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa5bcc0000,0x32e000,combase.dll,C:\Windows\System32\combase.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa59350000,0x7f000,bcryptPrimitives.dll,C:\Windows\System32\bcryptPrimitives.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa57200000,0x31000,ntmarta.dll,C:\Windows\SYSTEM32\ntmarta.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa587b0000,0x26000,Bcrypt.dll,C:\Windows\System32\Bcrypt.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa57100000,0x96000,firewallapi.dll,C:\Windows\SYSTEM32\firewallapi.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa57700000,0xc6000,DNSAPI.dll,C:\Windows\system32\DNSAPI.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa5a060000,0x6d000,WS2_32.dll,C:\Windows\System32\WS2_32.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa5a530000,0x8000,NSI.dll,C:\Windows\System32\NSI.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa576c0000,0x3d000,IPHLPAPI.DLL,C:\Windows\SYSTEM32\IPHLPAPI.DLL,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa570a0000,0x2d000,fwbase.dll,C:\Windows\system32\fwbase.dll,2021-04-01 05:05:01.000000 ,Disabled
0,632,wininit.exe,0x7ffa579a0000,0x67000,mswsock.dll,C:\Windows\system32\mswsock.dll,2021-04-01 05:05:02.000000 ,Disabled
0,640,csrss.exe,0x7ff6702b0000,0x7000,csrss.exe,C:\Windows\system32\csrss.exe,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa5c1a0000,0x1ed000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa58180000,0x18000,CSRSRV.dll,C:\Windows\SYSTEM32\CSRSRV.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa58160000,0x14000,basesrv.DLL,C:\Windows\system32\basesrv.DLL,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa58140000,0x16000,winsrv.DLL,C:\Windows\system32\winsrv.DLL,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa58410000,0x295000,kernelbase.dll,C:\Windows\System32\kernelbase.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa5a180000,0xb3000,kernel32.dll,C:\Windows\System32\kernel32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa58120000,0x1f000,winsrvext.dll,C:\Windows\SYSTEM32\winsrvext.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa59e90000,0x197000,USER32.dll,C:\Windows\System32\USER32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa58850000,0x20000,win32u.dll,C:\Windows\System32\win32u.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa59e60000,0x29000,GDI32.dll,C:\Windows\System32\GDI32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa58270000,0x19c000,gdi32full.dll,C:\Windows\System32\gdi32full.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa58870000,0xa0000,msvcp_win.dll,C:\Windows\System32\msvcp_win.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa586b0000,0xfa000,ucrtbase.dll,C:\Windows\System32\ucrtbase.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa5bcc0000,0x32e000,combase.dll,C:\Windows\System32\combase.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa595a0000,0x120000,RPCRT4.dll,C:\Windows\System32\RPCRT4.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa59350000,0x7f000,bcryptPrimitives.dll,C:\Windows\System32\bcryptPrimitives.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa587e0000,0x4a000,cfgmgr32.dll,C:\Windows\System32\cfgmgr32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa58110000,0xd000,sxssrv.DLL,C:\Windows\system32\sxssrv.DLL,2021-04-01 05:05:00.000000 ,Disabled
0,640,csrss.exe,0x7ffa57fa0000,0x9b000,sxs.dll,C:\Windows\system32\sxs.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ff6471d0000,0xc4000,winlogon.exe,C:\Windows\system32\winlogon.exe,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa5c1a0000,0x1ed000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa5a180000,0xb3000,KERNEL32.DLL,C:\Windows\System32\KERNEL32.DLL,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa58410000,0x295000,KERNELBASE.dll,C:\Windows\System32\KERNELBASE.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa593d0000,0x9e000,msvcrt.dll,C:\Windows\System32\msvcrt.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa5bff0000,0x9f000,sechost.dll,C:\Windows\System32\sechost.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa595a0000,0x120000,RPCRT4.dll,C:\Windows\System32\RPCRT4.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa5bcc0000,0x32e000,combase.dll,C:\Windows\System32\combase.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa586b0000,0xfa000,ucrtbase.dll,C:\Windows\System32\ucrtbase.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa59350000,0x7f000,bcryptPrimitives.dll,C:\Windows\System32\bcryptPrimitives.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa581e0000,0x5d000,powrprof.dll,C:\Windows\System32\powrprof.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa59470000,0xa3000,advapi32.dll,C:\Windows\System32\advapi32.dll,2021-04-01 05:05:00.000000 ,Disabled
0,700,winlogon.exe,0x7ffa58240000,0x24000,profapi.dll,C:\Windows\System32\profapi.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa59e90000,0x197000,user32.dll,C:\Windows\System32\user32.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa58850000,0x20000,win32u.dll,C:\Windows\System32\win32u.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa59e60000,0x29000,GDI32.dll,C:\Windows\System32\GDI32.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa58270000,0x19c000,gdi32full.dll,C:\Windows\System32\gdi32full.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa58870000,0xa0000,msvcp_win.dll,C:\Windows\System32\msvcp_win.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa5a030000,0x2e000,IMM32.DLL,C:\Windows\System32\IMM32.DLL,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa58040000,0x58000,winsta.dll,C:\Windows\SYSTEM32\winsta.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa580d0000,0x2f000,SspiCli.dll,C:\Windows\system32\SspiCli.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa580a0000,0x29000,USERENV.dll,C:\Windows\system32\USERENV.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa57240000,0x2d000,profext.dll,C:\Windows\SYSTEM32\profext.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa57200000,0x31000,ntmarta.dll,C:\Windows\SYSTEM32\ntmarta.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa587b0000,0x26000,Bcrypt.dll,C:\Windows\System32\Bcrypt.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa57100000,0x96000,firewallapi.dll,C:\Windows\SYSTEM32\firewallapi.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa57700000,0xc6000,DNSAPI.dll,C:\Windows\system32\DNSAPI.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa5a060000,0x6d000,WS2_32.dll,C:\Windows\System32\WS2_32.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa5a530000,0x8000,NSI.dll,C:\Windows\System32\NSI.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa576c0000,0x3d000,IPHLPAPI.DLL,C:\Windows\SYSTEM32\IPHLPAPI.DLL,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa570a0000,0x2d000,fwbase.dll,C:\Windows\system32\fwbase.dll,2021-04-01 05:05:01.000000 ,Disabled
0,700,winlogon.exe,0x7ffa56810000,0x1d000,UXINIT.dll,C:\Windows\system32\UXINIT.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa596c0000,0xa8000,shcore.dll,C:\Windows\System32\shcore.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa56aa0000,0x2e000,dwmapi.dll,C:\Windows\system32\dwmapi.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa58970000,0x1dc000,CRYPT32.dll,C:\Windows\System32\CRYPT32.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa581a0000,0x12000,MSASN1.dll,C:\Windows\System32\MSASN1.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa58830000,0x17000,CRYPTSP.dll,C:\Windows\System32\CRYPTSP.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa581c0000,0x11000,kernel.appcore.dll,C:\Windows\System32\kernel.appcore.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa56770000,0x9c000,UxTheme.dll,C:\Windows\system32\UxTheme.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa57f90000,0xa000,DPAPI.dll,C:\Windows\system32\DPAPI.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa57b70000,0xc000,CRYPTBASE.dll,C:\Windows\system32\CRYPTBASE.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa565a0000,0x13000,dwminit.dll,C:\Windows\SYSTEM32\dwminit.dll,2021-04-01 05:05:02.000000 ,Disabled
0,700,winlogon.exe,0x7ffa56380000,0x8c000,apphelp.dll,C:\Windows\system32\apphelp.dll,2021-04-01 05:05:02.000000 ,Disabled
0,768,services.exe,0x7ff6dfa80000,0xa9000,services.exe,C:\Windows\system32\services.exe,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa5c1a0000,0x1ed000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa5a180000,0xb3000,KERNEL32.DLL,C:\Windows\System32\KERNEL32.DLL,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa58410000,0x295000,KERNELBASE.dll,C:\Windows\System32\KERNELBASE.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa595a0000,0x120000,RPCRT4.dll,C:\Windows\System32\RPCRT4.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa5bff0000,0x9f000,sechost.dll,C:\Windows\System32\sechost.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa587e0000,0x4a000,cfgmgr32.dll,C:\Windows\System32\cfgmgr32.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa586b0000,0xfa000,ucrtbase.dll,C:\Windows\System32\ucrtbase.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa57f90000,0xa000,DPAPI.dll,C:\Windows\SYSTEM32\DPAPI.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa57f70000,0x19000,EventAggregation.dll,C:\Windows\SYSTEM32\EventAggregation.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa57f40000,0x29000,DEVOBJ.dll,C:\Windows\SYSTEM32\DEVOBJ.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa57360000,0x84000,scesrv.dll,C:\Windows\SYSTEM32\scesrv.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa593d0000,0x9e000,msvcrt.dll,C:\Windows\System32\msvcrt.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa580d0000,0x2f000,sspicli.dll,C:\Windows\system32\sspicli.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa57310000,0x4b000,AUTHZ.dll,C:\Windows\system32\AUTHZ.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa57270000,0x2f000,WUDFPlatform.dll,C:\Windows\SYSTEM32\WUDFPlatform.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa59470000,0xa3000,advapi32.dll,C:\Windows\System32\advapi32.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa58240000,0x24000,profapi.dll,C:\Windows\System32\profapi.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa59350000,0x7f000,bcryptPrimitives.dll,C:\Windows\System32\bcryptPrimitives.dll,2021-04-01 05:05:01.000000 ,Disabled
0,768,services.exe,0x7ffa56a50000,0x28000,rmclient.dll,C:\Windows\SYSTEM32\rmclient.dll,2021-04-01 05:05:02.000000 ,Disabled
0,768,services.exe,0x7ffa5bcc0000,0x32e000,combase.dll,C:\Windows\System32\combase.dll,2021-04-01 05:05:02.000000 ,Disabled
0,768,services.exe,0x7ffa581c0000,0x11000,kernel.appcore.dll,C:\Windows\System32\kernel.appcore.dll,2021-04-01 05:05:02.000000 ,Disabled
0,768,services.exe,0x7ffa555b0000,0x8000,DABAPI.dll,C:\Windows\SYSTEM32\DABAPI.dll,2021-04-01 05:05:02.000000 ,Disabled
0,768,services.exe,0x7ffa4baf0000,0x1d000,spinf.dll,C:\Windows\SYSTEM32\spinf.dll,2021-04-01 05:05:04.000000 ,Disabled
0,768,services.exe,0x7ffa5a060000,0x6d000,WS2_32.dll,C:\Windows\System32\WS2_32.dll,2021-04-01 05:05:04.000000 ,Disabled
0,768,services.exe,0x7ffa579a0000,0x67000,mswsock.dll,C:\Windows\system32\mswsock.dll,2021-04-01 05:05:04.000000 ,Disabled
0,768,services.exe,0x7ffa4b0b0000,0x26000,srvcli.dll,C:\Windows\SYSTEM32\srvcli.dll,2021-04-01 05:05:07.000000 ,Disabled
0,768,services.exe,0x7ffa4e9a0000,0x15000,usermgrcli.dll,C:\Windows\SYSTEM32\usermgrcli.dll,2021-04-01 05:48:23.000000 ,Disabled
0,768,services.exe,0x7ffa4d7e0000,0x327000,ESENT.dll,C:\Windows\system32\ESENT.dll,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa59790000,0x476000,setupapi.dll,C:\Windows\System32\setupapi.dll,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa587b0000,0x26000,bcrypt.dll,C:\Windows\System32\bcrypt.dll,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa4f580000,0x13000,DEVRTL.dll,C:\Windows\system32\DEVRTL.dll,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa3f7c0000,0x12c000,drvstore.dll,C:\Windows\system32\drvstore.dll,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa57b70000,0xc000,CRYPTBASE.DLL,C:\Windows\system32\CRYPTBASE.DLL,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa4ca80000,0x23000,SAMLIB.dll,C:\Windows\system32\SAMLIB.dll,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa506d0000,0x88000,policymanager.dll,C:\Windows\SYSTEM32\policymanager.dll,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa50640000,0x8a000,msvcp110_win.dll,C:\Windows\system32\msvcp110_win.dll,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa5ba40000,0xc4000,OLEAUT32.dll,C:\Windows\System32\OLEAUT32.dll,2021-04-01 10:35:07.000000 ,Disabled
0,768,services.exe,0x7ffa58870000,0xa0000,msvcp_win.dll,C:\Windows\System32\msvcp_win.dll,2021-04-01 10:35:07.000000 ,Disabled
0,776,lsass.exe,0x7ff782580000,0x11000,lsass.exe,C:\Windows\system32\lsass.exe,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa5c1a0000,0x1ed000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa5a180000,0xb3000,KERNEL32.DLL,C:\Windows\System32\KERNEL32.DLL,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa58410000,0x295000,KERNELBASE.dll,C:\Windows\System32\KERNELBASE.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa595a0000,0x120000,RPCRT4.dll,C:\Windows\System32\RPCRT4.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa57d90000,0x1a4000,lsasrv.dll,C:\Windows\system32\lsasrv.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa593d0000,0x9e000,msvcrt.dll,C:\Windows\System32\msvcrt.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa5a060000,0x6d000,WS2_32.dll,C:\Windows\System32\WS2_32.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa580d0000,0x2f000,SspiCli.dll,C:\Windows\system32\SspiCli.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa5bff0000,0x9f000,sechost.dll,C:\Windows\System32\sechost.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa59c90000,0x60000,WLDAP32.dll,C:\Windows\System32\WLDAP32.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa586b0000,0xfa000,ucrtbase.dll,C:\Windows\System32\ucrtbase.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa581a0000,0x12000,MSASN1.dll,C:\Windows\System32\MSASN1.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa57ca0000,0xee000,samsrv.dll,C:\Windows\SYSTEM32\samsrv.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa587b0000,0x26000,bcrypt.dll,C:\Windows\System32\bcrypt.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa58970000,0x1dc000,CRYPT32.dll,C:\Windows\System32\CRYPT32.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa57c70000,0x26000,ncrypt.dll,C:\Windows\system32\ncrypt.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa57c30000,0x3c000,NTASN1.dll,C:\Windows\system32\NTASN1.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa57c00000,0x25000,Wldp.dll,C:\Windows\system32\Wldp.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa5bcc0000,0x32e000,combase.dll,C:\Windows\System32\combase.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa59350000,0x7f000,bcryptPrimitives.dll,C:\Windows\System32\bcryptPrimitives.dll,2021-04-01 05:05:01.000000 ,Disabled
0,776,lsass.exe,0x7ffa58910000,0x59000,WINTRUST.dll,C:\Windows\System32\WINTRUST.dll,2021-04-01 05:05:01.000000 ,Disabled
