TreeDepth,Index,Address,Module,Symbol
0,271,0xf80733375470,ntoskrnl1,NtModifyBootEntry
0,272,0xf807333754a0,ntoskrnl1,NtModifyDriverEntry
0,273,0xf807330ce360,ntoskrnl1,NtNotifyChangeDirectoryFile
0,274,0xf807330ce3c0,ntoskrnl1,NtNotifyChangeDirectoryFileEx
0,275,0xf80733139990,ntoskrnl1,NtNotifyChangeKey
0,276,0xf80733138ce0,ntoskrnl1,NtNotifyChangeMultipleKeys
0,277,0xf807331ab730,ntoskrnl1,NtNotifyChangeSession
0,278,0xf80732c358a0,ntoskrnl1,NtOpenEnlistment
0,279,0xf807330e3790,ntoskrnl1,?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
0,279,0xf807330e3790,ntoskrnl1,?ScAnsiToUnicodeString@@YAJPEADPEAU_UNICODE_STRING@@@Z
0,279,0xf807330e3790,ntoskrnl1,NtAdjustTokenClaimsAndDeviceGroups
0,279,0xf807330e3790,ntoskrnl1,NtCreateEventPair
0,279,0xf807330e3790,ntoskrnl1,NtFilterTokenEx
0,279,0xf807330e3790,ntoskrnl1,NtOpenEventPair
0,279,0xf807330e3790,ntoskrnl1,NtSetHighEventPair
0,279,0xf807330e3790,ntoskrnl1,NtSetHighWaitLowEventPair
0,279,0xf807330e3790,ntoskrnl1,NtSetLowEventPair
0,279,0xf807330e3790,ntoskrnl1,NtSetLowWaitHighEventPair
0,279,0xf807330e3790,ntoskrnl1,NtVdmControl
0,279,0xf807330e3790,ntoskrnl1,NtWaitHighEventPair
0,279,0xf807330e3790,ntoskrnl1,NtWaitLowEventPair
0,279,0xf807330e3790,ntoskrnl1,SeAdjustObjectSecurity
0,279,0xf807330e3790,ntoskrnl1,xHalIommuMapDevice
0,279,0xf807330e3790,ntoskrnl1,xHalLoadMicrocode
0,279,0xf807330e3790,ntoskrnl1,xHalPostMicrocodeUpdate
0,279,0xf807330e3790,ntoskrnl1,xHalUnloadMicrocode
0,280,0xf807332be5c0,ntoskrnl1,NtOpenIoCompletion
0,281,0xf8073332a610,ntoskrnl1,NtOpenJobObject
0,282,0xf8073305c910,ntoskrnl1,NtOpenKeyEx
0,283,0xf8073328a490,ntoskrnl1,NtOpenKeyTransacted
0,284,0xf807330981c0,ntoskrnl1,NtOpenKeyTransactedEx
0,285,0xf8073337b460,ntoskrnl1,NtOpenKeyedEvent
0,286,0xf80733162760,ntoskrnl1,NtOpenMutant
0,287,0xf80733168410,ntoskrnl1,NtOpenObjectAuditAlarm
0,288,0xf807331efad0,ntoskrnl1,NtOpenPartition
