TreeDepth,Pid,Process,Base,InLoad,InInit,InMem,MappedPath
0,4,System,0x77960000,False,False,False,\Windows\SysWOW64\ntdll.dll
0,4,System,0x7ffa5c170000,False,False,False,\Windows\System32\vertdll.dll
0,4,System,0x7ffa5c1a0000,False,False,False,\Windows\System32\ntdll.dll
0,404,smss.exe,0x7ffa5c1a0000,True,True,True,\Windows\System32\ntdll.dll
0,404,smss.exe,0x7ff6a2b40000,True,False,True,\Windows\System32\smss.exe
0,556,csrss.exe,0x27807a50000,False,False,False,\Windows\System32\en-US\csrss.exe.mui
0,556,csrss.exe,0x27807a80000,False,False,False,\Windows\System32\en-US\winsrv.dll.mui
0,556,csrss.exe,0x7ffa58180000,True,True,True,\Windows\System32\csrsrv.dll
0,556,csrss.exe,0x7ff6702b0000,True,False,True,\Windows\System32\csrss.exe
0,556,csrss.exe,0x7ffa58140000,True,True,True,\Windows\System32\winsrv.dll
0,556,csrss.exe,0x7ffa58110000,True,True,True,\Windows\System32\sxssrv.dll
0,556,csrss.exe,0x7ffa57fa0000,True,True,True,\Windows\System32\sxs.dll
0,556,csrss.exe,0x7ffa58120000,True,True,True,\Windows\System32\winsrvext.dll
0,556,csrss.exe,0x7ffa58160000,True,True,True,\Windows\System32\basesrv.dll
0,556,csrss.exe,0x7ffa595a0000,True,True,True,\Windows\System32\rpcrt4.dll
0,556,csrss.exe,0x7ffa58850000,True,True,True,\Windows\System32\win32u.dll
0,556,csrss.exe,0x7ffa58410000,True,True,True,\Windows\System32\KernelBase.dll
0,556,csrss.exe,0x7ffa58270000,True,True,True,\Windows\System32\gdi32full.dll
0,556,csrss.exe,0x7ffa586b0000,True,True,True,\Windows\System32\ucrtbase.dll
0,556,csrss.exe,0x7ffa587e0000,True,True,True,\Windows\System32\cfgmgr32.dll
0,556,csrss.exe,0x7ffa58870000,True,True,True,\Windows\System32\msvcp_win.dll
0,556,csrss.exe,0x7ffa59350000,True,True,True,\Windows\System32\bcryptprimitives.dll
0,556,csrss.exe,0x7ffa59e90000,True,True,True,\Windows\System32\user32.dll
0,556,csrss.exe,0x7ffa59e60000,True,True,True,\Windows\System32\gdi32.dll
0,556,csrss.exe,0x7ffa5bcc0000,True,True,True,N/A
0,556,csrss.exe,0x7ffa5a180000,True,True,True,\Windows\System32\kernel32.dll
0,556,csrss.exe,0x7ffa5c1a0000,True,True,True,\Windows\System32\ntdll.dll
0,632,wininit.exe,0x29c876d0000,False,False,False,\Windows\System32\en-US\user32.dll.mui
0,632,wininit.exe,0x7ffa586b0000,True,True,True,\Windows\System32\ucrtbase.dll
0,632,wininit.exe,0x7ffa580d0000,True,True,True,\Windows\System32\sspicli.dll
0,632,wininit.exe,0x7ffa57240000,True,True,True,\Windows\System32\profext.dll
0,632,wininit.exe,0x7ff7e8480000,True,False,True,\Windows\System32\wininit.exe
0,632,wininit.exe,0x7ffa57100000,True,True,True,\Windows\System32\FirewallAPI.dll
0,632,wininit.exe,0x7ffa570a0000,True,True,True,\Windows\System32\fwbase.dll
0,632,wininit.exe,0x7ffa57700000,True,True,True,\Windows\System32\dnsapi.dll
0,632,wininit.exe,0x7ffa576c0000,True,True,True,\Windows\System32\IPHLPAPI.DLL
0,632,wininit.exe,0x7ffa580a0000,True,True,True,\Windows\System32\userenv.dll
0,632,wininit.exe,0x7ffa579a0000,True,True,True,\Windows\System32\mswsock.dll
0,632,wininit.exe,0x7ffa58240000,True,True,True,\Windows\System32\profapi.dll
0,632,wininit.exe,0x7ffa58100000,True,True,True,\Windows\System32\wininitext.dll
0,632,wininit.exe,0x7ffa58410000,True,True,True,\Windows\System32\KernelBase.dll
0,632,wininit.exe,0x7ffa58270000,True,True,True,\Windows\System32\gdi32full.dll
0,632,wininit.exe,0x7ffa59470000,True,True,True,\Windows\System32\advapi32.dll
0,632,wininit.exe,0x7ffa58870000,True,True,True,\Windows\System32\msvcp_win.dll
0,632,wininit.exe,0x7ffa58850000,True,True,True,\Windows\System32\win32u.dll
0,632,wininit.exe,0x7ffa587b0000,True,True,True,\Windows\System32\bcrypt.dll
0,632,wininit.exe,0x7ffa593d0000,True,True,True,\Windows\System32\msvcrt.dll
0,632,wininit.exe,0x7ffa59350000,True,True,True,\Windows\System32\bcryptprimitives.dll
0,632,wininit.exe,0x7ffa5a180000,True,True,True,\Windows\System32\kernel32.dll
0,632,wininit.exe,0x7ffa59e60000,True,True,True,\Windows\System32\gdi32.dll
0,632,wininit.exe,0x7ffa595a0000,True,True,True,\Windows\System32\rpcrt4.dll
0,632,wininit.exe,0x7ffa59e90000,True,True,True,\Windows\System32\user32.dll
0,632,wininit.exe,0x7ffa5a060000,True,True,True,\Windows\System32\ws2_32.dll
0,632,wininit.exe,0x7ffa5bff0000,True,True,True,N/A
0,632,wininit.exe,0x7ffa5bcc0000,True,True,True,N/A
0,632,wininit.exe,0x7ffa5c1a0000,True,True,True,\Windows\System32\ntdll.dll
0,640,csrss.exe,0x14d52fa0000,False,False,False,\Windows\System32\en-US\csrss.exe.mui
0,640,csrss.exe,0x14d530a0000,False,False,False,\Windows\System32\en-US\winsrv.dll.mui
0,640,csrss.exe,0x7ffa58850000,True,True,True,\Windows\System32\win32u.dll
0,640,csrss.exe,0x7ffa58180000,True,True,True,\Windows\System32\csrsrv.dll
0,640,csrss.exe,0x7ff6702b0000,True,False,True,\Windows\System32\csrss.exe
0,640,csrss.exe,0x7ffa58140000,True,True,True,\Windows\System32\winsrv.dll
0,640,csrss.exe,0x7ffa58110000,True,True,True,\Windows\System32\sxssrv.dll
0,640,csrss.exe,0x7ffa57fa0000,True,True,True,\Windows\System32\sxs.dll
0,640,csrss.exe,0x7ffa58120000,True,True,True,\Windows\System32\winsrvext.dll
0,640,csrss.exe,0x7ffa58160000,True,True,True,\Windows\System32\basesrv.dll
0,640,csrss.exe,0x7ffa58410000,True,True,True,\Windows\System32\KernelBase.dll
0,640,csrss.exe,0x7ffa58270000,True,True,True,\Windows\System32\gdi32full.dll
0,640,csrss.exe,0x7ffa586b0000,True,True,True,\Windows\System32\ucrtbase.dll
0,640,csrss.exe,0x7ffa587e0000,True,True,True,\Windows\System32\cfgmgr32.dll
0,640,csrss.exe,0x7ffa595a0000,True,True,True,\Windows\System32\rpcrt4.dll
0,640,csrss.exe,0x7ffa58870000,True,True,True,\Windows\System32\msvcp_win.dll
0,640,csrss.exe,0x7ffa59350000,True,True,True,\Windows\System32\bcryptprimitives.dll
0,640,csrss.exe,0x7ffa59e90000,True,True,True,\Windows\System32\user32.dll
0,640,csrss.exe,0x7ffa59e60000,True,True,True,\Windows\System32\gdi32.dll
0,640,csrss.exe,0x7ffa5bcc0000,True,True,True,N/A
0,640,csrss.exe,0x7ffa5a180000,True,True,True,\Windows\System32\kernel32.dll
0,640,csrss.exe,0x7ffa5c1a0000,True,True,True,\Windows\System32\ntdll.dll
0,700,winlogon.exe,0x2aa83980000,False,False,False,\Windows\System32\en-US\user32.dll.mui
0,700,winlogon.exe,0x2aa839a0000,False,False,False,\Windows\System32\en-US\winlogon.exe.mui
0,700,winlogon.exe,0x7ffa593d0000,True,True,True,\Windows\System32\msvcrt.dll
0,700,winlogon.exe,0x7ffa58240000,True,True,True,\Windows\System32\profapi.dll
0,700,winlogon.exe,0x7ff6471d0000,True,False,True,\Windows\System32\winlogon.exe
0,700,winlogon.exe,0x7ffa565a0000,True,True,True,\Windows\System32\dwminit.dll
0,700,winlogon.exe,0x7ffa56380000,True,True,True,\Windows\System32\apphelp.dll
0,700,winlogon.exe,0x7ffa56770000,True,True,True,\Windows\System32\uxtheme.dll
0,700,winlogon.exe,0x7ffa570a0000,True,True,True,\Windows\System32\fwbase.dll
0,700,winlogon.exe,0x7ffa56aa0000,True,True,True,\Windows\System32\dwmapi.dll
0,700,winlogon.exe,0x7ffa57100000,True,True,True,\Windows\System32\FirewallAPI.dll
0,700,winlogon.exe,0x7ffa58040000,True,True,True,\Windows\System32\winsta.dll
0,700,winlogon.exe,0x7ffa576c0000,True,True,True,\Windows\System32\IPHLPAPI.DLL
0,700,winlogon.exe,0x7ffa57240000,True,True,True,\Windows\System32\profext.dll
0,700,winlogon.exe,0x7ffa57b70000,True,True,True,\Windows\System32\cryptbase.dll
0,700,winlogon.exe,0x7ffa57700000,True,True,True,\Windows\System32\dnsapi.dll
0,700,winlogon.exe,0x7ffa57f90000,True,True,True,\Windows\System32\dpapi.dll
0,700,winlogon.exe,0x7ffa580d0000,True,True,True,\Windows\System32\sspicli.dll
0,700,winlogon.exe,0x7ffa580a0000,True,True,True,\Windows\System32\userenv.dll
0,700,winlogon.exe,0x7ffa581c0000,True,True,True,\Windows\System32\kernel.appcore.dll
0,700,winlogon.exe,0x7ffa581a0000,True,True,True,\Windows\System32\msasn1.dll
0,700,winlogon.exe,0x7ffa581e0000,True,True,True,\Windows\System32\powrprof.dll
0,700,winlogon.exe,0x7ffa586b0000,True,True,True,\Windows\System32\ucrtbase.dll
0,700,winlogon.exe,0x7ffa58410000,True,True,True,\Windows\System32\KernelBase.dll
0,700,winlogon.exe,0x7ffa58270000,True,True,True,\Windows\System32\gdi32full.dll
0,700,winlogon.exe,0x7ffa58870000,True,True,True,\Windows\System32\msvcp_win.dll
0,700,winlogon.exe,0x7ffa58830000,True,True,True,\Windows\System32\cryptsp.dll
0,700,winlogon.exe,0x7ffa587b0000,True,True,True,\Windows\System32\bcrypt.dll
0,700,winlogon.exe,0x7ffa58850000,True,True,True,\Windows\System32\win32u.dll
0,700,winlogon.exe,0x7ffa59350000,True,True,True,\Windows\System32\bcryptprimitives.dll
0,700,winlogon.exe,0x7ffa58970000,True,True,True,\Windows\System32\crypt32.dll
0,700,winlogon.exe,0x7ffa5a180000,True,True,True,\Windows\System32\kernel32.dll
0,700,winlogon.exe,0x7ffa59e90000,True,True,True,\Windows\System32\user32.dll
0,700,winlogon.exe,0x7ffa595a0000,True,True,True,\Windows\System32\rpcrt4.dll
0,700,winlogon.exe,0x7ffa59470000,True,True,True,\Windows\System32\advapi32.dll
0,700,winlogon.exe,0x7ffa59e60000,True,True,True,\Windows\System32\gdi32.dll
0,700,winlogon.exe,0x7ffa596c0000,True,True,True,\Windows\System32\SHCore.dll
0,700,winlogon.exe,0x7ffa5a030000,True,True,True,\Windows\System32\imm32.dll
0,700,winlogon.exe,0x7ffa5a060000,True,True,True,\Windows\System32\ws2_32.dll
0,700,winlogon.exe,0x7ffa5bff0000,True,True,True,N/A
0,700,winlogon.exe,0x7ffa5bcc0000,True,True,True,N/A
0,700,winlogon.exe,0x7ffa5c1a0000,True,True,True,\Windows\System32\ntdll.dll
0,768,services.exe,0x14b1c870000,False,False,False,\Windows\System32\en-US\ESENT.dll.mui
0,768,services.exe,0x14b17b90000,False,False,False,\Windows\System32\en-US\services.exe.mui
0,768,services.exe,0x7ffa57f70000,True,True,True,\Windows\System32\EventAggregation.dll
0,768,services.exe,0x7ffa4e9a0000,True,True,True,\Windows\System32\usermgrcli.dll
0,768,services.exe,0x7ffa4baf0000,True,True,True,\Windows\System32\spinf.dll
0,768,services.exe,0x7ff6dfa80000,True,False,True,\Windows\System32\services.exe
0,768,services.exe,0x7ffa4b0b0000,True,True,True,\Windows\System32\srvcli.dll
0,768,services.exe,0x7ffa3f7c0000,True,True,True,\Windows\System32\drvstore.dll
0,768,services.exe,0x7ffa4d7e0000,True,True,True,\Windows\System32\esent.dll
0,768,services.exe,0x7ffa4ca80000,True,True,True,\Windows\System32\samlib.dll
0,768,services.exe,0x7ffa506d0000,True,True,True,\Windows\System32\policymanager.dll
0,768,services.exe,0x7ffa50640000,True,True,True,\Windows\System32\msvcp110_win.dll
0,768,services.exe,0x7ffa4f580000,True,True,True,\Windows\System32\devrtl.dll
0,768,services.exe,0x7ffa555b0000,True,True,True,\Windows\System32\dabapi.dll
0,768,services.exe,0x7ffa56a50000,True,True,True,\Windows\System32\rmclient.dll
0,768,services.exe,0x7ffa57310000,True,True,True,\Windows\System32\authz.dll
0,768,services.exe,0x7ffa57b70000,True,True,True,\Windows\System32\cryptbase.dll
0,768,services.exe,0x7ffa579a0000,True,True,True,\Windows\System32\mswsock.dll
0,768,services.exe,0x7ffa57f40000,True,True,True,\Windows\System32\devobj.dll
0,768,services.exe,0x7ffa587e0000,True,True,True,\Windows\System32\cfgmgr32.dll
0,768,services.exe,0x7ffa58240000,True,True,True,\Windows\System32\profapi.dll
0,768,services.exe,0x7ffa580d0000,True,True,True,\Windows\System32\sspicli.dll
0,768,services.exe,0x7ffa57f90000,True,True,True,\Windows\System32\dpapi.dll
0,768,services.exe,0x7ffa581c0000,True,True,True,\Windows\System32\kernel.appcore.dll
0,768,services.exe,0x7ffa586b0000,True,True,True,\Windows\System32\ucrtbase.dll
0,768,services.exe,0x7ffa58410000,True,True,True,\Windows\System32\KernelBase.dll
0,768,services.exe,0x7ffa587b0000,True,True,True,\Windows\System32\bcrypt.dll
0,768,services.exe,0x7ffa5a180000,True,True,True,\Windows\System32\kernel32.dll
0,768,services.exe,0x7ffa59470000,True,True,True,\Windows\System32\advapi32.dll
0,768,services.exe,0x7ffa59350000,True,True,True,\Windows\System32\bcryptprimitives.dll
0,768,services.exe,0x7ffa58870000,True,True,True,\Windows\System32\msvcp_win.dll
0,768,services.exe,0x7ffa593d0000,True,True,True,\Windows\System32\msvcrt.dll
0,768,services.exe,0x7ffa59790000,True,True,True,\Windows\System32\setupapi.dll
0,768,services.exe,0x7ffa595a0000,True,True,True,\Windows\System32\rpcrt4.dll
0,768,services.exe,0x7ffa5a060000,True,True,True,\Windows\System32\ws2_32.dll
0,768,services.exe,0x7ffa5bff0000,True,True,True,N/A
0,768,services.exe,0x7ffa5bcc0000,True,True,True,N/A
0,768,services.exe,0x7ffa5ba40000,True,True,True,\Windows\System32\oleaut32.dll
0,768,services.exe,0x7ffa5c1a0000,True,True,True,\Windows\System32\ntdll.dll
0,776,lsass.exe,0x22d33000000,True,True,True,\Windows\System32\msprivs.dll
0,776,lsass.exe,0x22d32ff0000,False,False,False,\Windows\System32\en-US\lsasrv.dll.mui
0,776,lsass.exe,0x22d33340000,False,False,False,\Windows\System32\en-US\netlogon.dll.mui
0,776,lsass.exe,0x22d33360000,False,False,False,\Windows\System32\en-US\wldap32.dll.mui
0,776,lsass.exe,0x22d33380000,False,False,False,\Windows\System32\en-US\mswsock.dll.mui
0,776,lsass.exe,0x22d334d0000,False,False,False,\Windows\System32\en-US\winnlsres.dll.mui
0,776,lsass.exe,0x22d334b0000,False,False,False,\Windows\System32\en-US\crypt32.dll.mui
0,776,lsass.exe,0x22d334c0000,False,False,False,\Windows\System32\winnlsres.dll
0,776,lsass.exe,0x22d334e0000,False,False,False,\Windows\System32\en-US\winhttp.dll.mui
0,776,lsass.exe,0x7ffa57a60000,True,True,True,\Windows\System32\kerberos.dll
0,776,lsass.exe,0x7ffa4dcc0000,True,True,True,\Windows\System32\ntdsapi.dll
0,776,lsass.exe,0x7ffa4b100000,True,True,True,\Windows\System32\dssenh.dll
0,776,lsass.exe,0x7ff782580000,True,False,True,\Windows\System32\lsass.exe
0,776,lsass.exe,0x7ffa42500000,True,True,True,\Windows\System32\SecureTimeAggregator.dll
0,776,lsass.exe,0x7ffa304e0000,True,True,True,\Windows\System32\cryptnet.dll
0,776,lsass.exe,0x7ffa48850000,True,True,True,\Windows\System32\CertPolEng.dll
0,776,lsass.exe,0x7ffa48600000,True,True,True,\Windows\System32\PCPKsp.dll
0,776,lsass.exe,0x7ffa496b0000,True,True,True,\Windows\System32\ngcpopkeysrv.dll
0,776,lsass.exe,0x7ffa4bec0000,True,True,True,\Windows\System32\mskeyprotect.dll
0,776,lsass.exe,0x7ffa4b190000,True,True,True,\Windows\System32\ncryptsslp.dll
0,776,lsass.exe,0x7ffa4b130000,True,True,True,\Windows\System32\ncryptprov.dll
0,776,lsass.exe,0x7ffa4b1c0000,True,True,True,\Windows\System32\tbs.dll
0,776,lsass.exe,0x7ffa4d7b0000,True,True,True,\Windows\System32\winbrand.dll
0,776,lsass.exe,0x7ffa4d2a0000,True,True,True,\Windows\System32\webio.dll
0,776,lsass.exe,0x7ffa4dc20000,True,True,True,\Windows\System32\secur32.dll
0,776,lsass.exe,0x7ffa52ad0000,True,True,True,\Windows\System32\FWPUCLNT.DLL
0,776,lsass.exe,0x7ffa51d30000,True,True,True,\Windows\System32\keyiso.dll
0,776,lsass.exe,0x7ffa4fdf0000,True,True,True,\Windows\System32\rasadhlp.dll
0,776,lsass.exe,0x7ffa4fb40000,True,True,True,\Windows\System32\dsparse.dll
0,776,lsass.exe,0x7ffa516b0000,True,True,True,\Windows\System32\winhttp.dll
0,776,lsass.exe,0x7ffa525e0000,True,True,True,\Windows\System32\dhcpcsvc.dll
0,776,lsass.exe,0x7ffa524b0000,True,True,True,\Windows\System32\wevtapi.dll
0,776,lsass.exe,0x7ffa52620000,True,True,True,\Windows\System32\dhcpcsvc6.dll
0,776,lsass.exe,0x7ffa53d20000,True,True,True,\Windows\System32\dsrole.dll
0,776,lsass.exe,0x7ffa52b50000,True,True,True,\Windows\System32\winnsi.dll
0,776,lsass.exe,0x7ffa572a0000,True,True,True,\Windows\System32\scecli.dll
0,776,lsass.exe,0x7ffa57200000,True,True,True,\Windows\System32\ntmarta.dll
0,776,lsass.exe,0x7ffa572f0000,True,True,True,\Windows\System32\rassfm.dll
0,776,lsass.exe,0x7ffa57690000,True,True,True,\Windows\System32\TSpkg.dll
0,776,lsass.exe,0x7ffa57460000,True,True,True,\Windows\System32\schannel.dll
0,776,lsass.exe,0x7ffa57310000,True,True,True,\Windows\System32\authz.dll
0,776,lsass.exe,0x7ffa57530000,True,True,True,\Windows\System32\rsaenh.dll
0,776,lsass.exe,0x7ffa574f0000,True,True,True,\Windows\System32\wdigest.dll
0,776,lsass.exe,0x7ffa575c0000,True,True,True,\Windows\System32\cloudAP.dll
0,776,lsass.exe,0x7ffa57640000,True,True,True,\Windows\System32\pku2u.dll
0,776,lsass.exe,0x7ffa57830000,True,True,True,\Windows\System32\netlogon.dll
0,776,lsass.exe,0x7ffa57700000,True,True,True,\Windows\System32\dnsapi.dll
0,776,lsass.exe,0x7ffa576c0000,True,True,True,\Windows\System32\IPHLPAPI.DLL
0,776,lsass.exe,0x7ffa577e0000,True,True,True,\Windows\System32\logoncli.dll
0,776,lsass.exe,0x7ffa577d0000,True,True,True,\Windows\System32\netutils.dll
0,776,lsass.exe,0x7ffa57820000,True,True,True,\Windows\System32\gmsaclient.dll
0,776,lsass.exe,0x7ffa57920000,True,True,True,\Windows\System32\msv1_0.dll
0,776,lsass.exe,0x7ffa57910000,True,True,True,\Windows\System32\NtlmShared.dll
0,776,lsass.exe,0x7ffa57a10000,True,True,True,\Windows\System32\cryptdll.dll
0,776,lsass.exe,0x7ffa579a0000,True,True,True,\Windows\System32\mswsock.dll
0,776,lsass.exe,0x7ffa57a30000,True,True,True,\Windows\System32\KerbClientShared.dll
0,776,lsass.exe,0x7ffa58410000,True,True,True,\Windows\System32\KernelBase.dll
0,776,lsass.exe,0x7ffa57c30000,True,True,True,\Windows\System32\ntasn1.dll
0,776,lsass.exe,0x7ffa57b80000,True,True,True,\Windows\System32\negoexts.dll
0,776,lsass.exe,0x7ffa57b70000,True,True,True,\Windows\System32\cryptbase.dll
0,776,lsass.exe,0x7ffa57be0000,True,True,True,\Windows\System32\netprovfw.dll
0,776,lsass.exe,0x7ffa57bb0000,True,True,True,\Windows\System32\joinutil.dll
0,776,lsass.exe,0x7ffa57c00000,True,True,True,\Windows\System32\wldp.dll
0,776,lsass.exe,0x7ffa580d0000,True,True,True,\Windows\System32\sspicli.dll
0,776,lsass.exe,0x7ffa57f90000,True,True,True,\Windows\System32\dpapi.dll
0,776,lsass.exe,0x7ffa57ca0000,True,True,True,\Windows\System32\samsrv.dll
0,776,lsass.exe,0x7ffa57c70000,True,True,True,\Windows\System32\ncrypt.dll
0,776,lsass.exe,0x7ffa57d90000,True,True,True,\Windows\System32\lsasrv.dll
0,776,lsass.exe,0x7ffa580a0000,True,True,True,\Windows\System32\userenv.dll
0,776,lsass.exe,0x7ffa58040000,True,True,True,\Windows\System32\winsta.dll
0,776,lsass.exe,0x7ffa581e0000,True,True,True,\Windows\System32\powrprof.dll
0,776,lsass.exe,0x7ffa581a0000,True,True,True,\Windows\System32\msasn1.dll
0,776,lsass.exe,0x7ffa58240000,True,True,True,\Windows\System32\profapi.dll
0,776,lsass.exe,0x7ffa595a0000,True,True,True,\Windows\System32\rpcrt4.dll
0,776,lsass.exe,0x7ffa58970000,True,True,True,\Windows\System32\crypt32.dll
0,776,lsass.exe,0x7ffa587b0000,True,True,True,\Windows\System32\bcrypt.dll
0,776,lsass.exe,0x7ffa586b0000,True,True,True,\Windows\System32\ucrtbase.dll
0,776,lsass.exe,0x7ffa58870000,True,True,True,\Windows\System32\msvcp_win.dll
0,776,lsass.exe,0x7ffa58830000,True,True,True,\Windows\System32\cryptsp.dll
0,776,lsass.exe,0x7ffa58910000,True,True,True,\Windows\System32\wintrust.dll
0,776,lsass.exe,0x7ffa593d0000,True,True,True,\Windows\System32\msvcrt.dll
0,776,lsass.exe,0x7ffa59350000,True,True,True,\Windows\System32\bcryptprimitives.dll
0,776,lsass.exe,0x7ffa59470000,True,True,True,\Windows\System32\advapi32.dll
0,776,lsass.exe,0x7ffa5a180000,True,True,True,\Windows\System32\kernel32.dll
0,776,lsass.exe,0x7ffa59c90000,True,True,True,\Windows\System32\Wldap32.dll
0,776,lsass.exe,0x7ffa596c0000,True,True,True,\Windows\System32\SHCore.dll
0,776,lsass.exe,0x7ffa59c70000,True,True,True,\Windows\System32\imagehlp.dll
0,776,lsass.exe,0x7ffa5a060000,True,True,True,\Windows\System32\ws2_32.dll
0,776,lsass.exe,0x7ffa5bff0000,True,True,True,N/A
0,776,lsass.exe,0x7ffa5ba40000,True,True,True,\Windows\System32\oleaut32.dll
0,776,lsass.exe,0x7ffa5a530000,True,True,True,\Windows\System32\nsi.dll
0,776,lsass.exe,0x7ffa5bcc0000,True,True,True,N/A
0,776,lsass.exe,0x7ffa5c1a0000,True,True,True,\Windows\System32\ntdll.dll
0,908,svchost.exe,0x7ffa586b0000,True,True,True,\Windows\System32\ucrtbase.dll
0,908,svchost.exe,0x7ff73e470000,True,False,True,\Windows\System32\svchost.exe
0,908,svchost.exe,0x7ffa57c00000,True,True,True,\Windows\System32\wldp.dll
0,908,svchost.exe,0x7ffa571d0000,True,True,True,\Windows\System32\umpnpmgr.dll
0,908,svchost.exe,0x7ffa58410000,True,True,True,\Windows\System32\KernelBase.dll
0,908,svchost.exe,0x7ffa581a0000,True,True,True,\Windows\System32\msasn1.dll
0,908,svchost.exe,0x7ffa5a180000,True,True,True,\Windows\System32\kernel32.dll
0,908,svchost.exe,0x7ffa593d0000,True,True,True,\Windows\System32\msvcrt.dll
0,908,svchost.exe,0x7ffa58970000,True,True,True,\Windows\System32\crypt32.dll
0,908,svchost.exe,0x7ffa58910000,True,True,True,\Windows\System32\wintrust.dll
0,908,svchost.exe,0x7ffa59350000,True,True,True,\Windows\System32\bcryptprimitives.dll
0,908,svchost.exe,0x7ffa595a0000,True,True,True,\Windows\System32\rpcrt4.dll
0,908,svchost.exe,0x7ffa5bff0000,True,True,True,N/A
0,908,svchost.exe,0x7ffa5bcc0000,True,True,True,N/A
0,908,svchost.exe,0x7ffa5c1a0000,True,True,True,\Windows\System32\ntdll.dll
0,928,svchost.exe,0x1adf01e0000,False,False,False,\Windows\System32\en-US\KernelBase.dll.mui
0,928,svchost.exe,0x7ffa570d0000,True,True,True,\Windows\System32\slc.dll
0,928,svchost.exe,0x7ffa4fee0000,True,True,True,\Windows\System32\OneCoreUAPCommonProxyStub.dll
0,928,svchost.exe,0x7ffa44e30000,True,True,True,\Windows\System32\BackgroundMediaPolicy.dll
0,928,svchost.exe,0x7ff73e470000,True,False,True,\Windows\System32\svchost.exe
0,928,svchost.exe,0x7ffa44470000,True,True,True,\Windows\System32\execmodelproxy.dll
0,928,svchost.exe,0x7ffa3d010000,True,True,True,\Windows\System32\capauthz.dll
0,928,svchost.exe,0x7ffa3ba10000,True,True,True,\Windows\System32\LicenseManagerApi.dll
0,928,svchost.exe,0x7ffa44df0000,True,True,True,\Windows\System32\SebBackgroundManagerPolicy.dll
0,928,svchost.exe,0x7ffa44b80000,True,True,True,\Windows\System32\Windows.StateRepositoryPS.dll
0,928,svchost.exe,0x7ffa44e10000,True,True,True,\Windows\System32\SmartCardBackgroundPolicy.dll
0,928,svchost.exe,0x7ffa47a50000,True,True,True,\Windows\System32\Windows.Networking.BackgroundTransfer.BackgroundManagerPolicy.dll
0,928,svchost.exe,0x7ffa46920000,True,True,True,\Windows\System32\edputil.dll
0,928,svchost.exe,0x7ffa458d0000,True,True,True,\Windows\System32\OneCoreCommonProxyStub.dll
0,928,svchost.exe,0x7ffa479e0000,True,True,True,\Windows\System32\ACPBackgroundManagerPolicy.dll
0,928,svchost.exe,0x7ffa4e9a0000,True,True,True,\Windows\System32\usermgrcli.dll
0,928,svchost.exe,0x7ffa47a70000,True,True,True,\Windows\System32\ExecModelClient.dll
0,928,svchost.exe,0x7ffa56a50000,True,True,True,\Windows\System32\rmclient.dll
0,928,svchost.exe,0x7ffa56330000,True,True,True,\Windows\System32\SystemEventsBrokerServer.dll
0,928,svchost.exe,0x7ffa55840000,True,True,True,\Windows\System32\dab.dll
0,928,svchost.exe,0x7ffa53d90000,True,True,True,\Windows\System32\bi.dll
0,928,svchost.exe,0x7ffa506d0000,True,True,True,\Windows\System32\policymanager.dll
0,928,svchost.exe,0x7ffa50640000,True,True,True,\Windows\System32\msvcp110_win.dll
0,928,svchost.exe,0x7ffa52b50000,True,True,True,\Windows\System32\winnsi.dll
0,928,svchost.exe,0x7ffa54640000,True,True,True,\Windows\System32\propsys.dll
0,928,svchost.exe,0x7ffa55e30000,True,True,True,\Windows\System32\CoreMessaging.dll
0,928,svchost.exe,0x7ffa55da0000,True,True,True,\Windows\System32\wtsapi32.dll
0,928,svchost.exe,0x7ffa56010000,True,True,True,\Windows\System32\BrokerLib.dll
0,928,svchost.exe,0x7ffa565c0000,True,True,True,\Windows\System32\wer.dll
0,928,svchost.exe,0x7ffa564a0000,True,True,True,\Windows\System32\ResourcePolicyServer.dll
0,928,svchost.exe,0x7ffa56380000,True,True,True,\Windows\System32\apphelp.dll
0,928,svchost.exe,0x7ffa56750000,True,True,True,\Windows\System32\embeddedmodesvcapi.dll
0,928,svchost.exe,0x7ffa566a0000,True,True,True,\Windows\System32\PsmServiceExtHost.dll
0,928,svchost.exe,0x7ffa56840000,True,True,True,\Windows\System32\twinapi.appcore.dll
0,928,svchost.exe,0x7ffa56ad0000,True,True,True,\Windows\System32\bisrv.dll
0,928,svchost.exe,0x7ffa56a80000,True,True,True,\Windows\System32\ResourcePolicyClient.dll
0,928,svchost.exe,0x7ffa56cf0000,True,True,True,\Windows\System32\rpcss.dll
0,928,svchost.exe,0x7ffa56c60000,True,True,True,\Windows\System32\psmsrv.dll
0,928,svchost.exe,0x7ffa56eb0000,True,True,True,\Windows\System32\dxgi.dll
0,928,svchost.exe,0x7ffa56e60000,True,True,True,\Windows\System32\mintdh.dll
0,928,svchost.exe,0x7ffa57050000,True,True,True,\Windows\System32\umpoext.dll
0,928,svchost.exe,0x7ffa56f80000,True,True,True,\Windows\System32\tdh.dll
0,928,svchost.exe,0x7ffa57070000,True,True,True,\Windows\System32\sppc.dll
0,928,svchost.exe,0x7ffa586b0000,True,True,True,\Windows\System32\ucrtbase.dll
0,928,svchost.exe,0x7ffa580d0000,True,True,True,\Windows\System32\sspicli.dll
0,928,svchost.exe,0x7ffa57c00000,True,True,True,\Windows\System32\wldp.dll
